CXOC J095845.7+021550   425 149.6908   2.264127 0.34  8.24E-04 1.19E-04  1.11E-14 1.60E-15   6.94  60.98   17.6   6.3  36.4   5.62E-04 9.51E-05  3.06E-15 5.18E-16   5.91  59.74   13.    5.2  35.47  3.13E-04 7.65E-05  8.20E-15 2.01E-15   4.08  63.54    7.4   4.9  38.42  -0.26  -0.48  -0.04 
CXOC J095845.9+022007   426 149.69126  2.33554  0.65  8.05E-04 1.12E-04  1.08E-14 1.50E-15   7.2   73.89   55.7   9.7  73.92  3.16E-04 6.85E-05  1.72E-15 3.74E-16   4.6   72.52   21.8   6.4  72.67  5.04E-04 8.95E-05  1.32E-14 2.35E-15   5.62  76.7    35.2   8.1  76.67   0.21   0.     0.41 
CXOC J095847.0+021552   428 149.69582  2.264476 0.24  5.10E-03 3.04E-04  6.88E-14 4.10E-15  16.78  51.98  145.1  14.1  36.78  2.31E-03 2.05E-04  1.26E-14 1.12E-15  11.25  50.91   63.3   9.6  35.89  2.71E-03 2.19E-04  7.11E-14 5.75E-15  12.37  54.17   80.3  10.8  38.7    0.1    0.     0.2  
CXOC J095849.5+021641   429 149.70633  2.278106 0.26  1.33E-03 1.30E-04  1.79E-14 1.75E-15  10.23  76.79   80.9  10.9  76.16  8.90E-04 1.05E-04  4.85E-15 5.70E-16   8.51  75.87   56.    9.2  75.35  3.89E-04 7.44E-05  1.02E-14 1.95E-15   5.23  78.6    26.5   7.   77.89  -0.39  -0.54  -0.23 
CXOC J095850.7+022155   430 149.71163  2.365362 0.42  7.51E-04 1.04E-04  1.01E-14 1.41E-15   7.16  72.91   45.4   8.9  73.74  3.74E-04 7.19E-05  2.04E-15 3.92E-16   5.2   71.61   26.7   6.8  72.55  3.71E-04 7.56E-05  9.74E-15 1.99E-15   4.89  75.56   19.1   6.5  76.37  -0.01  -0.24   0.2  
CXOC J095851.6+021757   433 149.71512  2.299297 0.41  6.07E-04 9.03E-05  8.18E-15 1.22E-15   6.7   73.22   44.    8.4  74.32  3.57E-04 6.81E-05  1.95E-15 3.71E-16   5.26  72.42   26.1   6.6  73.67  2.50E-04 6.00E-05  6.56E-15 1.57E-15   4.18  74.76   16.4   5.8  75.7   -0.21  -0.45   0.04 
CXOC J095852.9+022056   434 149.72075  2.34903  0.13  5.00E-03 2.51E-04  6.74E-14 3.39E-15  19.88  73.02  357.4  21.3  72.41  3.48E-03 2.10E-04  1.90E-14 1.14E-15  16.67  72.    255.9  18.1  71.54  1.42E-03 1.35E-04  3.72E-14 3.55E-15  10.48  75.04   99.5  12.   74.39  -0.4   -0.49  -0.33 
CXOC J095855.2+021516   435 149.73009  2.254645 0.2   3.92E-04 7.56E-05  5.28E-15 1.02E-15   5.18  78.87   28.3   7.3  78.71  1.41E-04 4.45E-05  7.71E-16 2.42E-16   3.19  77.98   11.    4.9  78.02  2.31E-04 6.01E-05  6.07E-15 1.58E-15   3.84  80.6    16.5   6.   80.46   0.18  -0.11   0.48 
CXOC J095855.3+021847   436 149.73079  2.313048 0.38  5.87E-04 8.48E-05  7.91E-15 1.14E-15   6.94  80.46   45.2   8.5  80.51  3.68E-04 6.58E-05  2.01E-15 3.59E-16   5.6   79.69   30.4   7.1  79.88  2.10E-04 5.31E-05  5.50E-15 1.39E-15   3.96  81.93   15.5   5.6  81.89  -0.29  -0.52  -0.04 
CXOC J095857.3+022159   438 149.73877  2.36638  0.11  2.69E-03 1.81E-04  3.62E-14 2.43E-15  14.9   76.96  204.6  16.4  75.97  1.93E-03 1.52E-04  1.05E-14 8.31E-16  12.64  75.9   144.1  13.9  75.04  7.61E-04 9.82E-05  2.00E-14 2.58E-15   7.75  79.06   58.7   9.5  78.03  -0.42  -0.52  -0.32 
CXOC J095859.7+021926   439 149.74897  2.324096 0.26  4.19E-04 7.18E-05  5.65E-15 9.67E-16   5.84  79.09   30.5   7.2  79.73  1.50E-04 4.27E-05  8.19E-16 2.33E-16   3.52  78.39   12.9   5.1  79.18  2.57E-04 5.67E-05  6.75E-15 1.49E-15   4.53  80.38   18.4   5.9  80.92   0.19  -0.08   0.47 
CXOC J095902.7+021906   440 149.7615   2.318491 0.1   2.82E-02 5.56E-04  3.80E-13 7.49E-15  50.73  82.36 2415.4  52.9  82.54  1.93E-02 4.62E-04  1.05E-13 2.52E-15  41.67  81.74 1641.5  43.8  82.07  8.92E-03 3.10E-04  2.34E-13 8.15E-15  28.71  83.5   783.6  30.7  83.58  -0.36  -0.39  -0.33 
CXOC J095903.2+022003   441 149.76351  2.334195 0.3   4.12E-04 6.96E-05  5.56E-15 9.38E-16   5.93  81.61   31.6   7.3  81.77  6.21E-05 2.78E-05  3.38E-16 1.51E-16   2.24  80.89    5.1   3.8  81.2   3.48E-04 6.36E-05  9.14E-15 1.67E-15   5.47  82.95   26.2   6.7  83.     0.59   0.37   0.8  
CXOC J100011.0+021204   443 150.0459   2.201258 0.24  7.63E-04 7.29E-05  1.03E-14 9.82E-16  10.49 170.07  102.3  13.1 150.85  5.32E-04 5.70E-05  2.90E-15 3.11E-16   9.32 166.59   75.8  10.9 147.99  1.99E-04 4.48E-05  5.23E-15 1.18E-15   4.43 177.21   23.1   8.  157.01  -0.45  -0.58  -0.3  
CXOC J095954.7+021707   444 149.97796  2.285355 0.15  2.08E-03 1.07E-04  2.81E-14 1.44E-15  19.51 180.67  392.4  22.9 180.88  1.89E-03 9.97E-05  1.03E-14 5.43E-16  18.97 177.27  376.8  21.9 178.03  8.32E-05 3.55E-05  2.18E-15 9.32E-16   2.34 187.63   14.4   7.9 187.6   -0.91  -0.96  -0.87 
CXOC J100006.8+021236   445 150.02843  2.210001 0.23  1.86E-03 1.08E-04  2.50E-14 1.45E-15  17.24 170.67  283.   20.1 148.64  1.31E-03 8.73E-05  7.16E-15 4.76E-16  15.04 167.21  200.4  16.6 145.78  5.64E-04 6.50E-05  1.48E-14 1.71E-15   8.65 177.78   81.3  12.1 154.74  -0.38  -0.47  -0.3  
CXOC J095938.9+021201   446 149.9124   2.200376 0.1   2.16E-03 1.17E-04  2.91E-14 1.58E-15  18.42 157.5   333.6  21.2 158.92  1.72E-03 1.02E-04  9.40E-15 5.57E-16  16.88 154.79  264.2  18.5 156.67  4.90E-04 6.20E-05  1.28E-14 1.63E-15   7.85 163.02   65.6  11.2 163.75  -0.54  -0.62  -0.46 
CXOC J095945.3+021029   447 149.93879  2.174923 0.32  7.53E-04 7.73E-05  1.02E-14 1.04E-15   9.81 135.42   74.1  10.9 118.68  3.02E-04 4.83E-05  1.65E-15 2.63E-16   6.27 132.97   31.1   7.4 116.87  4.12E-04 5.83E-05  1.08E-14 1.53E-15   7.06 140.43   44.1   8.9 122.63   0.14  -0.03   0.29 
CXOC J095950.6+021306   448 149.961    2.218566 0.43  1.04E-03 7.94E-05  1.40E-14 1.07E-15  13.08 155.91  142.8  14.  165.34  5.62E-04 5.81E-05  3.07E-15 3.17E-16   9.68 153.97   80.5  10.7 163.82  4.86E-04 5.48E-05  1.28E-14 1.44E-15   8.89 159.75   62.7   9.8 168.33  -0.08  -0.2    0.06 
CXOC J095951.2+021429   449 149.96354  2.241513 0.48  5.16E-04 6.01E-05  6.96E-15 8.09E-16   8.6  159.52   82.2  11.5 159.49  3.71E-04 4.82E-05  2.02E-15 2.63E-16   7.68 157.48   59.2   9.5 158.01  1.40E-04 3.65E-05  3.68E-15 9.57E-16   3.85 163.54   22.4   7.4 162.69  -0.47  -0.64  -0.29 
CXOC J095958.4+021530   450 149.99363  2.258576 0.11  1.81E-03 1.05E-04  2.44E-14 1.42E-15  17.18 154.8   210.3  16.7 119.69  1.12E-03 8.21E-05  6.09E-15 4.48E-16  13.59 152.64  133.6  13.4 118.64  7.60E-04 6.86E-05  2.00E-14 1.80E-15  11.11 159.11   79.4  10.8 121.97  -0.18  -0.27  -0.08 
CXOC J100000.6+021531   451 150.00257  2.258663 0.13  8.21E-04 7.50E-05  1.11E-14 1.01E-15  10.99 161.45  151.4  15.  162.94  2.39E-04 4.06E-05  1.30E-15 2.21E-16   5.88 159.11   45.6   8.6 161.07  5.89E-04 6.35E-05  1.55E-14 1.67E-15   9.28 166.14  108.6  13.1 166.93   0.4    0.27   0.53 
CXOC J100001.0+021413   452 150.00443  2.237201 0.1   2.39E-03 1.17E-04  3.22E-14 1.58E-15  20.38 163.36  395.2  22.4 159.12  1.65E-03 9.67E-05  8.97E-15 5.27E-16  17.02 161.12  277.5  18.8 157.44  7.04E-04 6.51E-05  1.85E-14 1.71E-15  10.82 167.8   118.4  13.1 162.87  -0.39  -0.47  -0.31 
CXOC J095942.9+021753   453 149.92875  2.298051 0.12  7.65E-04 6.71E-05  1.03E-14 9.04E-16  11.39 194.58  172.8  16.3 178.16  5.51E-04 5.39E-05  3.01E-15 2.94E-16  10.24 191.2   113.5  12.7 175.59  2.17E-04 4.17E-05  5.70E-15 1.09E-15   5.23 201.45   56.6  10.9 184.52  -0.43  -0.56  -0.31 
CXOC J095928.3+021950   454 149.868    2.330742 0.14  1.55E-03 8.90E-05  2.09E-14 1.20E-15  17.42 195.42  335.5  21.2 190.54  1.08E-03 7.29E-05  5.91E-15 3.98E-16  14.85 191.79  249.3  18.  187.71  4.17E-04 4.98E-05  1.09E-14 1.31E-15   8.32 202.84   85.8  12.  196.7   -0.43  -0.52  -0.34 
CXOC J095929.2+022034   455 149.87172  2.342876 0.36  6.87E-04 6.60E-05  9.25E-15 8.89E-16  10.4  183.03  142.5  15.  188.72  4.64E-04 5.11E-05  2.53E-15 2.79E-16   9.07 179.93   93.8  11.7 186.37  2.05E-04 4.23E-05  5.37E-15 1.11E-15   4.84 189.32   48.5  10.2 194.06  -0.38  -0.52  -0.23 
CXOC J095932.2+022017   456 149.88424  2.338139 0.12  8.92E-04 7.31E-05  1.20E-14 9.86E-16  12.17 192.22  199.7  17.3 188.86  1.54E-04 3.28E-05  8.38E-16 1.79E-16   4.68 188.99   32.3   7.9 186.32  7.44E-04 6.56E-05  1.95E-14 1.72E-15  11.34 198.78  167.7  15.9 194.39   0.62   0.53   0.72 
CXOC J100013.2+020835   458 150.05517  2.143215 0.15  1.37E-03 9.17E-05  1.85E-14 1.24E-15  14.92 159.79  210.9  16.9 161.27  6.45E-04 6.24E-05  3.52E-15 3.40E-16  10.35 157.3    99.1  11.8 159.24  7.34E-04 6.75E-05  1.93E-14 1.77E-15  10.9  164.81  115.1  12.9 165.64   0.07  -0.04   0.18 
CXOC J100015.4+021127   459 150.06453  2.191    0.27  9.72E-04 7.79E-05  1.31E-14 1.05E-15  12.48 163.48  157.6  15.  166.11  4.47E-04 5.20E-05  2.44E-15 2.83E-16   8.62 161.23   74.2  10.5 164.38  5.32E-04 5.87E-05  1.40E-14 1.54E-15   9.09 167.97   84.3  11.5 169.76   0.08  -0.05   0.21 
CXOC J100020.4+020914   461 150.08498  2.153944 0.25  1.38E-03 9.17E-05  1.86E-14 1.24E-15  15.   161.55  230.3  17.6 162.28  9.37E-04 7.42E-05  5.11E-15 4.04E-16  12.65 159.47  154.7  14.4 160.7   4.74E-04 5.61E-05  1.24E-14 1.47E-15   8.44 165.65   76.3  11.  165.61  -0.33  -0.43  -0.22 
CXOC J100022.2+021019   462 150.09279  2.172109 1.06  2.76E-04 4.53E-05  3.72E-15 6.10E-16   6.1  159.22   41.5   8.8 158.09  1.70E-04 3.35E-05  9.28E-16 1.83E-16   5.07 157.27   27.3   7.  156.55  9.57E-05 3.07E-05  2.51E-15 8.07E-16   3.11 163.04   13.9   6.3 161.26  -0.35  -0.63  -0.09 
CXOC J100023.0+020842   463 150.09582  2.145086 0.18  1.19E-03 8.52E-05  1.61E-14 1.15E-15  14.   162.48  191.1  16.2 164.86  7.05E-04 6.42E-05  3.84E-15 3.50E-16  10.97 161.25  123.7  13.1 163.21  4.09E-04 5.23E-05  1.07E-14 1.37E-15   7.81 166.81   63.5  10.2 168.43  -0.27  -0.39  -0.15 
CXOC J100024.0+021200   464 150.10015  2.200002 0.39  4.12E-04 5.60E-05  5.55E-15 7.55E-16   7.35 156.44   64.9  10.6 167.31  1.78E-04 3.54E-05  9.71E-16 1.93E-16   5.03 154.48   29.6   7.4 165.76  2.42E-04 4.44E-05  6.34E-15 1.17E-15   5.42 160.3    35.8   8.5 170.59   0.09  -0.11   0.29 
CXOC J100024.1+021029   465 150.10041  2.174714 0.73  2.65E-04 4.58E-05  3.57E-15 6.17E-16   5.79 164.63   39.1   8.8 159.29  1.55E-04 3.25E-05  8.47E-16 1.77E-16   4.79 162.61   27.5   7.1 157.74  6.88E-05 3.02E-05  1.80E-15 7.93E-16   2.27 168.58   10.3   6.  162.68  -0.43  -0.72  -0.12 
CXOC J100024.2+021004   466 150.10091  2.16779  0.36  6.43E-04 6.43E-05  8.67E-15 8.66E-16  10.01 166.56  104.1  12.6 167.23  3.83E-04 4.78E-05  2.09E-15 2.61E-16   8.01 164.5    66.9  10.  165.67  2.18E-04 4.10E-05  5.71E-15 1.08E-15   5.29 170.61   39.7   8.7 170.56  -0.29  -0.44  -0.12 
CXOC J100024.4+020619   467 150.10198  2.105513 0.1   2.84E-03 1.22E-04  3.83E-14 1.65E-15  23.21 188.97  494.3  25.4 181.43  1.77E-03 9.52E-05  9.65E-15 5.19E-16  18.59 184.24  299.2  19.7 177.67  1.01E-03 7.52E-05  2.65E-14 1.97E-15  13.45 198.81  190.2  16.7 190.14  -0.24  -0.31  -0.17 
CXOC J100025.3+020734   468 150.10557  2.126309 0.1   2.76E-03 1.28E-04  3.72E-14 1.73E-15  21.5  163.35  451.6  24.1 165.7   1.61E-03 9.69E-05  8.79E-15 5.28E-16  16.65 160.84  256.   18.2 163.7   1.16E-03 8.44E-05  3.03E-14 2.21E-15  13.71 168.38  194.5  16.5 170.03  -0.15  -0.22  -0.07 
CXOC J100027.1+020954   470 150.11303  2.165052 0.39  4.46E-04 5.60E-05  6.01E-15 7.54E-16   7.97 163.32   73.8  11.  164.96  2.95E-04 4.30E-05  1.61E-15 2.34E-16   6.88 161.24   48.2   8.8 163.35  1.33E-04 3.54E-05  3.50E-15 9.28E-16   3.77 168.85   27.7   7.7 168.43  -0.39  -0.58  -0.18 
CXOC J100005.4+020824   471 150.02256  2.140156 0.16  4.58E-04 6.15E-05  6.18E-15 8.29E-16   7.45 154.03   62.1  10.2 124.64  2.24E-04 4.07E-05  1.22E-15 2.22E-16   5.5  151.06   31.4   7.4 123.24  2.27E-04 4.62E-05  5.96E-15 1.21E-15   4.93 160.11   29.5   7.7 127.63  -0.04  -0.24   0.16 
CXOC J095952.6+021817   472 149.9692   2.304833 0.22  5.23E-04 6.90E-05  7.05E-15 9.30E-16   7.58 167.15   70.9  12.1 150.65  2.46E-04 4.40E-05  1.34E-15 2.40E-16   5.58 163.67   39.4   8.5 147.67  2.60E-04 5.32E-05  6.83E-15 1.40E-15   4.88 174.33   33.7   9.7 157.11   0.    -0.18   0.18 
CXOC J095955.0+021832   473 149.9793   2.309095 0.37  4.89E-04 5.72E-05  6.59E-15 7.71E-16   8.55 189.72   71.8  12.  191.46  1.74E-04 3.35E-05  9.50E-16 1.83E-16   5.19 186.35   28.4   7.8 188.43  2.97E-04 4.60E-05  7.79E-15 1.21E-15   6.44 196.6    42.6   9.9 198.21   0.2    0.03   0.36 
CXOC J095958.5+021805   474 149.99386  2.301447 0.14  3.09E-03 1.26E-04  4.17E-14 1.70E-15  24.53 185.39  601.5  27.5 187.5   2.30E-03 1.08E-04  1.26E-14 5.88E-16  21.43 182.24  437.6  23.4 184.78  7.89E-04 6.65E-05  2.07E-14 1.75E-15  11.83 191.79  163.   15.5 193.32  -0.47  -0.54  -0.41 
CXOC J100002.2+021632   475 150.00922  2.275603 0.1   4.45E-03 1.52E-04  6.00E-14 2.05E-15  29.27 178.43  734.9  30.3 157.45  3.29E-03 1.31E-04  1.80E-14 7.14E-16  25.21 175.06  542.3  25.9 155.27  1.14E-03 7.85E-05  3.00E-14 2.06E-15  14.56 185.04  196.   16.7 162.18  -0.47  -0.52  -0.41 
CXOC J100153.9+020538   476 150.47461  2.094137 0.14  3.84E-03 1.84E-04  5.17E-14 2.48E-15  20.85 108.63  332.4  20.9 108.29  1.59E-03 1.19E-04  8.66E-15 6.47E-16  13.38 106.36  133.   13.5 106.29  2.30E-03 1.41E-04  6.03E-14 3.71E-15  16.25 113.31  204.6  16.8 112.66   0.2    0.13   0.29 
CXOC J100137.5+020432   477 150.40636  2.075771 0.21  4.12E-04 6.83E-05  5.55E-15 9.20E-16   6.03  86.42   36.5   7.7  86.78  2.13E-04 4.84E-05  1.16E-15 2.64E-16   4.39  85.75   20.5   6.   86.27  2.30E-04 5.17E-05  6.03E-15 1.36E-15   4.43  87.66   15.7   5.6  87.88  -0.02  -0.29   0.24 
CXOC J100140.3+020506   478 150.41826  2.085229 0.1   2.74E-03 1.79E-04  3.69E-14 2.41E-15  15.31  80.19  208.6  16.6  82.17  1.70E-03 1.40E-04  9.24E-15 7.63E-16  12.11  79.46  127.   13.1  81.57  1.01E-03 1.11E-04  2.66E-14 2.91E-15   9.14  81.55   78.7  10.8  83.36  -0.25  -0.35  -0.14 
CXOC J100140.6+020021   480 150.41932  2.00594  0.33  2.22E-04 6.12E-05  2.99E-15 8.25E-16   3.62  79.24   16.1   6.2  80.57  1.11E-04 3.96E-05  6.03E-16 2.16E-16   2.79  80.97    8.5   4.6  79.9   9.16E-05 4.51E-05  2.40E-15 1.18E-15   2.03  80.87    6.7   4.9  82.03  -0.21  -0.65   0.25 
CXOC J100141.4+020050   481 150.42254  2.014151 0.17  8.48E-04 1.02E-04  1.14E-14 1.37E-15   8.32  82.81   69.5  10.3  80.52  6.20E-04 8.45E-05  3.38E-15 4.61E-16   7.33  81.96   51.3   8.9  79.88  2.22E-04 5.75E-05  5.83E-15 1.51E-15   3.86  84.44   17.4   6.2  81.91  -0.47  -0.65  -0.28 
CXOC J100142.5+020459   483 150.42711  2.083137 0.1   2.02E-03 1.52E-04  2.73E-14 2.05E-15  13.32  82.82  163.8  14.9  82.43  1.37E-03 1.24E-04  7.44E-15 6.75E-16  11.02  82.01  112.6  12.4  81.53  6.59E-04 8.97E-05  1.73E-14 2.36E-15   7.33  84.36   51.6   9.1  84.05  -0.35  -0.46  -0.22 
CXOC J100143.3+015917   485 150.43047  1.988214 0.22  8.46E-04 1.07E-04  1.14E-14 1.44E-15   7.92  75.61   61.3   9.8  78.57  2.66E-04 6.00E-05  1.45E-15 3.27E-16   4.43  74.59   19.5   6.   77.81  5.77E-04 8.65E-05  1.51E-14 2.27E-15   6.65  80.16   44.5   8.6  80.34   0.35   0.16   0.53 
CXOC J100146.4+020257   487 150.44362  2.049154 0.11  8.22E-03 3.01E-04  1.11E-13 4.06E-15  27.34  81.95  629.3  27.7  82.79  5.93E-03 2.57E-04  3.23E-14 1.40E-15  23.07  81.08  444.6  23.4  82.05  2.37E-03 1.62E-04  6.23E-14 4.24E-15  14.69  83.63  183.2  15.5  84.33  -0.42  -0.47  -0.36 
CXOC J100147.0+020237   488 150.44597  2.043641 0.22  2.03E-03 1.55E-04  2.74E-14 2.09E-15  13.11  78.63  154.1  14.4  79.38  1.00E-03 1.08E-04  5.45E-15 5.91E-16   9.22  77.76   76.5  10.5  78.66  1.06E-03 1.11E-04  2.77E-14 2.92E-15   9.49  80.31   77.3  10.6  81.04   0.03  -0.1    0.16 
CXOC J100147.6+020534   489 150.44854  2.092898 0.27  1.94E-04 5.87E-05  2.62E-15 7.91E-16   3.31  82.44   14.1   6.   82.8   7.49E-05 3.48E-05  4.09E-16 1.90E-16   2.15  81.4     5.7   4.2  81.9   1.20E-04 4.86E-05  3.16E-15 1.28E-15   2.47  84.48    7.6   5.1  84.77   0.05  -0.36   0.5  
CXOC J100149.8+020344   490 150.45757  2.06241  0.39  4.51E-04 8.16E-05  6.07E-15 1.10E-15   5.52  79.88   28.8   7.6  79.67  2.32E-04 5.59E-05  1.26E-15 3.05E-16   4.13  78.88   15.4   5.6  78.82  2.00E-04 5.92E-05  5.24E-15 1.55E-15   3.38  81.85   12.7   5.8  81.55  -0.12  -0.38   0.18 
CXOC J100150.5+015837   491 150.46044  1.97706  0.38  1.44E-03 1.29E-04  1.93E-14 1.73E-15  11.16  89.9   100.8  12.4  75.25  9.25E-04 1.01E-04  5.04E-15 5.49E-16   9.18  87.73   68.8  10.2  73.9   5.07E-04 8.08E-05  1.33E-14 2.12E-15   6.27  94.41   31.1   7.9  78.22  -0.27  -0.41  -0.13 
CXOC J100151.1+020032   492 150.46293  2.009085 0.14  1.07E-02 3.53E-04  1.44E-13 4.75E-15  30.32  78.33  776.6  30.6  77.8   8.12E-03 3.09E-04  4.43E-14 1.68E-15  26.37  77.04  589.3  26.8  76.74  2.53E-03 1.71E-04  6.63E-14 4.50E-15  14.73  80.92  186.4  15.8  80.15  -0.51  -0.56  -0.46 
CXOC J100153.5+020240   493 150.47309  2.044488 0.67  6.31E-04 9.47E-05  8.50E-15 1.28E-15   6.64  78.57   38.6   8.4  79.45  2.95E-04 6.29E-05  1.61E-15 3.43E-16   4.69  76.93   18.6   6.   78.31  3.45E-04 7.20E-05  9.04E-15 1.89E-15   4.78  81.18   19.7   6.6  81.91   0.05  -0.18   0.28 
CXOC J100156.9+020059   494 150.48723  2.016478 0.59  2.09E-03 1.70E-04  2.82E-14 2.29E-15  12.31  72.7   118.2  13.1  73.76  1.36E-03 1.34E-04  7.40E-15 7.33E-16  10.1   71.13   75.4  10.5  72.33  7.24E-04 1.04E-04  1.90E-14 2.73E-15   6.96  75.94   41.4   8.6  76.89  -0.28  -0.41  -0.16 
CXOC J100201.5+020330   495 150.50629  2.058512 0.73  9.19E-04 1.30E-04  1.24E-14 1.75E-15   7.09  73.63   41.7   9.8  73.94  6.43E-04 9.86E-05  3.50E-15 5.38E-16   6.51  71.79   33.2   7.8  72.22  2.35E-04 8.36E-05  6.16E-15 2.19E-15   2.81  77.47   10.6   7.1  77.69  -0.45  -0.64  -0.25 
CXOC J100202.5+020145   496 150.51056  2.029381 0.7   2.15E-03 1.74E-04  2.90E-14 2.35E-15  12.34  70.84   99.   12.3  72.37  1.22E-03 1.30E-04  6.66E-15 7.09E-16   9.39  68.87   55.3   9.2  70.52  9.62E-04 1.18E-04  2.52E-14 3.09E-15   8.16  74.95   46.5   9.2  76.4   -0.09  -0.22   0.04 
CXOC J095950.2+022123   497 149.95931  2.356381 0.37  5.46E-04 6.17E-05  7.36E-15 8.32E-16   8.85 178.14   61.9  11.1 147.99  3.44E-04 4.59E-05  1.88E-15 2.50E-16   7.52 174.8    42.7   8.6 145.18  1.93E-04 4.10E-05  5.06E-15 1.07E-15   4.73 192.53   23.6   8.4 154.14  -0.28  -0.43  -0.1  
CXOC J095954.6+022351   498 149.97768  2.397739 0.16  8.04E-04 8.58E-05  1.08E-14 1.16E-15   9.31 157.15   99.2  13.9 145.31  4.56E-04 5.96E-05  2.49E-15 3.25E-16   7.66 153.94   51.3   9.6 142.43  3.32E-04 6.32E-05  8.73E-15 1.66E-15   5.26 163.77   49.6  11.  151.89  -0.16  -0.29   0.   
CXOC J095940.7+021938   499 149.91971  2.327482 0.1   7.23E-03 2.00E-04  9.75E-14 2.69E-15  36.25 169.69 1196.6  38.2 178.64  5.03E-03 1.67E-04  2.74E-14 9.09E-16  30.14 165.64  828.5  31.7 175.05  2.20E-03 1.11E-04  5.78E-14 2.92E-15  19.79 178.08  371.6  22.2 186.16  -0.36  -0.41  -0.32 
CXOC J095943.7+022008   500 149.9323   2.335558 0.18  8.31E-04 6.90E-05  1.12E-14 9.30E-16  12.04 204.45  145.2  15.3 191.87  1.01E-04 2.80E-05  5.52E-16 1.52E-16   3.63 200.18   18.6   6.8 188.31  5.21E-04 5.55E-05  1.37E-14 1.46E-15   9.38 213.25  134.5  14.6 199.58   0.63   0.52   0.74 
CXOC J095946.9+022209   501 149.94549  2.369274 0.12  2.61E-03 1.16E-04  3.52E-14 1.56E-15  22.56 197.14  529.6  26.4 195.83  1.95E-03 9.76E-05  1.06E-14 5.32E-16  19.92 193.56  381.1  22.  192.75  6.72E-04 6.43E-05  1.76E-14 1.69E-15  10.41 204.46  146.2  15.5 202.47  -0.47  -0.53  -0.4  
CXOC J095949.8+022344   502 149.95752  2.395788 0.35  5.50E-04 6.12E-05  7.41E-15 8.25E-16   8.98 194.18  119.   14.1 191.94  3.94E-04 4.71E-05  2.15E-15 2.57E-16   8.37 190.58   81.1  11.2 188.87  1.43E-04 3.98E-05  3.74E-15 1.05E-15   3.56 199.73   37.3   9.6 198.6   -0.48  -0.63  -0.31 
CXOC J095918.3+022348   503 149.82644  2.396832 0.28  6.45E-04 7.61E-05  8.69E-15 1.03E-15   8.44 126.97   59.3  10.3 114.77  2.54E-04 4.70E-05  1.39E-15 2.56E-16   5.43 124.82   23.7   6.7 112.96  3.95E-04 5.92E-05  1.04E-14 1.55E-15   6.71 131.32   34.6   8.5 118.67   0.18   0.     0.35 
CXOC J095923.5+022227   504 149.84815  2.374316 0.2   4.98E-04 5.84E-05  6.71E-15 7.88E-16   8.52 160.97   91.4  12.  159.79  4.28E-04 5.11E-05  2.34E-15 2.79E-16   8.39 158.84   73.5  10.5 158.24  9.05E-05 3.15E-05  2.37E-15 8.27E-16   2.87 165.17   17.5   6.8 163.11  -0.65  -0.82  -0.49 
CXOC J095924.0+022354   506 149.85032  2.398534 0.19  1.47E-03 9.43E-05  1.99E-14 1.27E-15  15.67 161.2   258.2  18.6 162.03  9.41E-04 7.43E-05  5.13E-15 4.05E-16  12.67 159.12  170.1  15.1 160.5   4.58E-04 5.52E-05  1.20E-14 1.45E-15   8.28 165.31   88.9  11.9 165.28  -0.34  -0.44  -0.23 
CXOC J095926.0+022433   507 149.85845  2.409299 0.24  1.40E-03 9.12E-05  1.88E-14 1.23E-15  15.28 160.41  260.3  18.5 162.44  9.00E-04 7.25E-05  4.91E-15 3.95E-16  12.43 158.4   167.1  14.9 161.02  4.96E-04 5.58E-05  1.30E-14 1.46E-15   8.9  164.37   90.5  11.7 165.51  -0.29  -0.4   -0.18 
CXOC J095928.9+022502   508 149.87075  2.417328 0.32  6.55E-04 6.52E-05  8.82E-15 8.78E-16  10.05 157.01  117.9  13.1 161.1   5.07E-04 5.55E-05  2.76E-15 3.03E-16   9.11 155.14   86.   11.1 159.71  1.65E-04 3.66E-05  4.33E-15 9.59E-16   4.52 160.69   32.8   8.  164.03  -0.52  -0.66  -0.36 
CXOC J095931.9+022048   509 149.88326  2.34677  0.13  1.05E-03 8.02E-05  1.41E-14 1.08E-15  13.06 161.95  203.3  16.7 157.42  7.40E-04 6.59E-05  4.03E-15 3.60E-16  11.19 159.66  140.   13.8 155.88  3.23E-04 4.73E-05  8.49E-15 1.24E-15   6.85 166.51   63.2  10.4 160.71  -0.39  -0.51  -0.27 
CXOC J095940.0+022306   510 149.91684  2.385226 0.11  2.90E-03 1.30E-04  3.90E-14 1.75E-15  22.29 160.45  541.1  26.  161.78  2.06E-03 1.09E-04  1.12E-14 5.94E-16  18.86 158.44  385.   21.9 160.31  8.80E-04 7.29E-05  2.31E-14 1.91E-15  12.09 164.41  156.6  14.8 164.86  -0.39  -0.46  -0.32 
CXOC J095845.2+022443   511 149.688625 2.41203  1.39  1.33E-03 1.53E-04  1.79E-14 2.07E-15   8.65  66.06   33.6   8.6  34.85  7.33E-04 1.10E-04  4.00E-15 5.99E-16   6.68  63.91   19.1   6.3  33.51  5.02E-04 1.03E-04  1.32E-14 2.69E-15   4.91  70.59   11.1   6.5  37.77  -0.16  -0.34   0.02 
